,lon,lat
0,127.12666723508636,37.4686251079367
1,127.12666602681085,37.46862580522059
2,127.12637309742155,37.4687925223036
3,127.12602460159007,37.46910627644362
4,127.12570136923269,37.4693186315801
5,127.1255182222868,37.46943088053269
6,127.12537458633251,37.469517473875435
7,127.12531493677979,37.469553298138635
8,127.12530453571674,37.469559498910826
9,127.12520306634738,37.46962014366781
10,127.12510096653997,37.46961405090467
11,127.12494339180033,37.469603520523265
12,127.12487839309097,37.4695976773579
13,127.12485141101199,37.469523652597815
14,127.12493720317936,37.46949174939886
15,127.12489764722127,37.46938592235841
16,127.12494871286752,37.46929266892527
17,127.12496554048178,37.46921521935609
18,127.12501557559051,37.469029902110975
19,127.12503159156765,37.46899497272481
20,127.12504587669466,37.468980028107495
21,127.1251682551856,37.46875183714057
22,127.1251416703782,37.468589685655
23,127.12513793404486,37.46846917876045
24,127.12515747298522,37.46842438918066
25,127.12518207850262,37.46835284975019
26,127.12517411496154,37.46802032511955
27,127.12519942155967,37.46783362930875
28,127.12513269468613,37.46775148153483
29,127.12510372845541,37.467747566093934
30,127.12507234889338,37.46767889797955
31,127.1250805157432,37.46759414130066
32,127.12506961022315,37.46751897209616
33,127.12506763184776,37.467498422099126
34,127.12506035967021,37.46747590447129
35,127.1250790562372,37.467462091748615
36,127.1251028715586,37.467447703851064
37,127.12506756875891,37.467350323583595
38,127.12506525474602,37.46733990189224
39,127.12504799643746,37.46726502831189
40,127.12500541530902,37.46725155864299
41,127.12498827400425,37.46724875679332
42,127.1249383861506,37.46719925380923
43,127.124898019072,37.46714410842418
44,127.12486702835774,37.467091775452936
45,127.12484998958543,37.46704139083881
46,127.1248359992687,37.46701550090023
47,127.12482731900572,37.467001994102986
48,127.12475935600797,37.46691675088874
49,127.12472469607694,37.466888629905824
50,127.12457759075932,37.46680093571786
51,127.12457051535803,37.46679390597121
52,127.1245314191952,37.46675509516527
53,127.12452850166662,37.46669906571384
54,127.12448814620203,37.46664391967215
55,127.12420693219676,37.4665208834697
56,127.12414331794552,37.46649561408786
57,127.12391601892953,37.46639729803709
58,127.12376702170172,37.46633382214666
59,127.12361385333107,37.46619967749221
